sn,sentence/context,polysemy_word,definition
2575,He lived on the east coast of the Spain.,coast,
2576,We lived on the southeast coast of Florida.,coast,
2577,I will just cite some figure for comparison.,cite,
2578,Can you cite another case like this one?,cite,
2579,It is important to cite example to support your argument.,cite,
2580,The method to cite this reference is given below.,cite,
2581,Properly cite the work of other author in your paper.,cite,
2582,You need to cite other s work and provide reference,cite,
2583,They cite both T.S. Eliot and Virginia Woolf in thier article.,cite,
2584,The office must cite him for his contribution.,cite,
2585,He was selected to cite for his bravery.,cite,
2586,Villagers will cite her for her outstanding achievement.,cite,
2587,All people cite him for his good work.,cite,
2588,Draw a circle with a compass.,circle,
2589,A diameter passes through the center of a circle.,circle,
2590,Find the area of a circle with radius 2 cm.,circle,
2591,Draw a circle six centimeters in diameter.,circle,
2592,Find the circumference of the circle.,circle,
2593,They re content to socialize with a very small circle of people.,circle,
2594,Dr Simpson was a member of the inner circle of government officials.,circle,
2595,She moves among a very small circle of people.,circle,
2596,I have a good circle of managers.,circle,
2597,He has a wide circle of friends,circle,
2598,This is a circle of teachers,circle,
2599,She wears a heavy gold chain around her neck.,chain,
2600,Remember to put the chain on the door when you lock it.,chain,
2601,The gates were locked with a padlock and a heavy steel chain.,chain,
2602,Put the chain on the door if you are alone in the house.,chain,
2603,Mary was wearing a beautiful silver chain around her neck.,chain,
2604,She looped the chain around her bike to lock it to the fence.,chain,
2605,The supermarket chain announced a sell fair,chain,
2606,"Jonson has run the gamut of hotel work, from porter to owner of a large chain of hotel.",chain,
2607,a mountain chain,chain,
2608,That set in motion a chain of event that changed her life forever.,chain,
2609,"The well-known fast-food chain has expanded to over 20,000 restaurants in 17 countries.",chain,
2610,They started a chain of stores.,chain,
2611,They developed it into a chain of bookstores,chain,
2612,That s the real chain of event.,chain,
2613,The reduction in white blood cell counts lowers resistance to disease. ,cell,
2614,DNA is stored in the nucleus of a cell.,cell,
2615,The egg and sperm fuse together as one cell.,cell,
2616,The fission of the cell could be inhibited with certain chemical.,cell,
2617,The doctors discovered cancerous cell.,cell,
2618,Draw a picture of plant cell.,cell,
2619,The prisoner had been transferred to a different cell.,cell,
2620,Brody was locked in a padded cell and forced to wear a straitjacket.,cell,
2621,He was stripped naked and left in a cell.,cell,
2622,They have locked the prisoner up in their cell.,cell,
2623,"Cooped up in a small dark cell, the prisoner hadn t seen daylight for five years.",cell,
2624,He was bound and gagged and left in a cell for three days.,cell,
2625,They build a booth for selling food.,booth,
2626,A ticket booth was opened.,booth,
2627,The booth was full of new product of company.,booth,
2628,Come to the booth with kitchen decor.,booth,
2629,"If we get separated, let s meet at the information booth.",booth,
2630,"At the booth, the marketing executive told me about the toys and gadgets his company sells.",booth,
2631,"Attractive presentation doesn t just apply to your booth, but to your product.",booth,
2632,Is there a telephone booth around here?,booth,
2633,He went into the phone booth and dialed the number.,booth,
2634,She waited in the phone booth.,booth,
2635,Where can I find a telephone booth?,booth,
2636,"When you are there, in the polling booth, nobody can see where you put your cross.",booth,
2637,There was a line of people waiting for the phone booth.,booth,
2638,I ll write it up on the board.,board,
2639,He advertises his services on the company notice board.,board,
2640,The teacher pegged a notice to a notice board.,board,
2641,I bought a chess board.,board,
2642,Will you help me to take the size of the board?,board,
2643,Cut the vegetables on a chopping board.,board,
2644,The teacher wrote her name up on the board.,board,
2645,I stuck the notice on the board.,board,
2646,Today s specials are written on the board.,board,
2647,He stuck up a notice on the board with pin.,board,
2648,He advertises his services on the company notice board.,board,
2649,Every decision has to be approved by the board of director.,board,
2650,She started in the firm after college and now she is a board member.,board,
2651,The board of governor meet once a month to discuss school policy.,board,
2652,The decision will have to be ratified by the executive board.,board,
2653,"There s a board of five director, but she is the Managing Director.",board,
2654,There is a predominance of people with an arts degree on the board of governor.,board,
2655,The editorial board has an expert with a world-wide reputation in the person of Professor Jameson.,board,
2656,a block of wood is used,block,
2657,Look at the block of ice,block,
2658,a 200 kilo block of concrete,block,
2659,They cut enormous block of stone out of the hillside.,block,
2660,The block of stone had to be lifted into position with a system of pulleys.,block,
2661,"When a glacier meets the sea, large block of ice may break off and float away as icebergs.",block,
2662,Hollow block are used because they are lighter.,block,
2663,They cut big wood into small block,block,
2664,Concrete block is used in the wall,block,
2665,The museum is just one block away.,block,
2666,My friend and I live on the same block.,block,
2667,"He went for a walk around the block, to get some air.",block,
2668,She drove the car round the block to charge its batteries.,block,
2669,He was found slain in an alley one block from his apartment.,block,
2670,There is a good deli on this block.,block,
2671,The new building will take up an entire city block.,block,
2672,The coach will bench his player for skipping practice.,bench,
2673,Coach want to bench one player from the team.,bench,
2674,"Due to his severe injuries, the coach will bench him in next game.",bench,
2675,Bench one of the player from the game,bench,
2676,He will bench a player who will make more foul ,bench,
2677,They build a park bench,bench,
2678,"A couple of old codgers were sitting on the park bench, grumbling about the children.",bench,
2679,A decrepit old man sat on a park bench.,bench,
2680,"Holding her painful back, she sat down gingerly on the bench.",bench,
2681,"Chair, stool, sofa and bench are different types of seat.",bench,
2682,He was sitting alone by a window with a weird contraption on the bench in front of him.,bench,
2683,There was jeering from the Labour bench.,bench,
2684,Students are sitting in bench,bench,
2685,Only two student can sit in the bench,bench,
2686,The man has a big belly.,belly,
2687,He fell asleep with a full belly and a happy heart.,belly,
2688,"By the sixth month of pregnancy, Gina s belly had begun to swell.",belly,
2689,He started regular exercise to reduce his belly,belly,
2690,This cloth does not fit due to his big belly,belly,
2691,The belly of the aircraft was painted red.,belly,
2692,The pilot is checking belly of plane,belly,
2693,The aircraft finally came to rest on its belly.,belly,
2694,The engine in the belly of a ship.,belly,
2695,The belly of the aircraft is repaired.,belly,
2696,The room has a wash basin.,basin,
2697, I ve cleaned the wash basin and scrubbed the bath.,basin,
2698,Wash your face in the basin.,basin,
2699,He fitted a new basin in bathroom.,basin,
2700,Wash your hand in the basin.,basin,
2701,Run some water into the basin and wash your hands and face properly.,basin,
2702,The basin in the bathroom has steel tap.,basin,
2703,I keep various cleaning fluids under the basin in the back toilet. ,basin,
2704,"Separated from the main living area are a toilet, shower, and wash basin.",basin,
2705,I bought a pudding basin,basin,
2706,"When you have broken the egg into a basin, whisk them together lightly with a fork.",basin,
2707,In the auction there is a rather nice antique porcelain basin and jug.,basin,
2708,The cook mixed the pudding in a basin.,basin,
2709,Spoon the mixture into a pudding basin and chill for at least two hours.,basin,
2710,I put soup into the basin and gave him ,basin,
2711,He kiss on her lips.,kiss,
2712,I could kiss you on your cheeks,kiss,
2713,The lover want to kiss each other. ,kiss,
2714,I want you to kiss me on my neck,kiss,
2715,Couple likes tongue kiss,kiss,
2716,French kiss.,kiss,
2717,The restaurant is very well   known for kiss cookies.,kiss,
2718,I need to order kiss cookies for breakfast,kiss,
2719,Let’s order some kiss  cookies,kiss,
2720,I like to order some macaron kiss,kiss,
2721,A plate of kiss  cookies,kiss,
2722,Please bring me some delicious kiss cookies.,kiss,
2723,Tea with  kiss  cookies,kiss,
2724,Coffee with  kiss  cookies,kiss,
2725,The soil of this land is very fertile. ,Land,
2726,It is an agricultural land.,Land,
2727,This whole land is for farm. ,Land,
2728,Crops grows in land.,Land,
2729,The man plowed the land.,Land,
2730,The reptiles laid their eggs on the land,Land,
2731,Trees has covered huge amount of land,Land,
2732,The farmer grazes cattle on this land in the summer months.,Land,
2733,"This stretch of land was once covered with luxuriant forest, but is now bare.",Land,
2734,There are several plots of land for sale.,Land,
2735,The refugees were at sea for 40 days before reaching land.,Land,
2736,This path marks the dividing line between my land and my neighbour s.,Land,
2737,It is cheaper to drill for oil on land than at sea.,Land,
2738,They just bought 150 acres of land in Idaho.,Land,
2739,My parents worked on the land all their lives.,Land,
2740,The transport of animals by land.,Land,
2741,Neil Armstrong was the first man to land on the moon,Land,
2742,Pilot land ed  helicopter  on the heliport,Land,
2743,Is it possible  to land a plane  on this island,Land,
2744,Our plane land ed on Boston.,Land,
2745,Aeroplane land ed due to emergency,Land,
2746,We waited for 20 minutes,Minute,
2747,I just need a minute,Minute,
2748,We are five minute away,Minute,
2749,The doctor will be with you in just a minute.,Minute,
2750,I enjoyed every minute of it.,Minute,
2751,Glennon scored the deciding goal in the final minute of the match.,Minute,
2752,He took a minute or two to compose his thoughts before he replied.,Minute,
2753,Empty the soup into a saucepan and simmer gently for ten minutes.,Minute,
2754,a 20-minute bus ride,Minute,
2755,It takes me 20 minute to get to work.,Minute,
2756,"The train leaves at three minute to eight, so we d better get there a few minute before then.",Minute,
2757,"Wait a minute, I just have to get my bag.",Minute,
2758,"Just a minute, I will be with you when I have finished this.",Minute,
2759,"When you ve got a minute, I would like a brief word with you.",Minute,
2760,A minute amount,Minute,
2761,A minute quantity,Minute,
2762,I have never seen a man with such tiny hands - they are minute.,Minute,
2763,The documentary showed an eye operation in minute detail,Minute,
2764,She examined the contract in minute detail,Minute,
2765,We found a very  minute particles on the ground,Minute,
2766,Minute particles are  often observed  under the microscope,Minute,
2767,The nucleus was  completely filled  with minute particles ,Minute,
2768,These minute particles get into the recesses of lungs.,Minute,
2769,a three inch nail,Nail,
2770,I stepped on a nail sticking out of the floorboard.,Nail,
2771,Hammer a nail into the wall and we will hang the mirror from it.,Nail,
2772,I got a flat tyre after driving over a nail.,Nail,
2773,Can you hold this nail in position while I hammer it into the door?,Nail,
2774,I ripped my shirt on a nail.,Nail,
2775,The nail on my chair tore my pant.,Nail,
2776,She scrounged around in the tool box for a tack or nail to hang the notice up with.,Nail,
2777,Hammer nail  into the ceiling  joists,Nail,
2778,I stepped on the nail,Nail,
2779,He went to the hardware store to buy another hammer  and some nail,Nail,
2780,Stop biting your nail,Nail,
2781,nail clippers,Nail,
2782,a nail file,Nail,
2783,It is a bad habit to bite nail like that.,Nail,
2784,She painted her nail a bright red.,Nail,
2785,She filed her nail as she watched TV.,Nail,
2786,She sat chewing at her nail.,Nail,
2787,I wish my nail polish would not keep chipping.,Nail,
2788,She began to bite her nail,Nail,
2789,He flicked his nail,Nail,
2790,He has the habit of biting  his nail,Nail,
2791,trim your nail,Nail,
2792,he trimmed his nail and went to school ,Nail,
2793,They were making such a racket outside that I could not get to sleep.,Racket,
2794,These children always makes racket in the courtyard.,Racket,
2795,They were making such a racket outside that I cannot study.,Racket,
2796,The old machine use to make an awful racket.,Racket,
2797,Such a racket made me headache.,Racket,
2798,I wish those kids would stop making such a racket upstairs.,Racket,
2799,a badminton racket,Racket,
2800,You ought to have your racket re-strung before the competition.,Racket,
2801,He holds his tennis racket with a vice-like grip.,Racket,
2802,You are welcome to borrow my tennis racket.,Racket,
2803,He threw his racket across the court.,Racket,
2804,A string on my squash racket snapped.,Racket,
2805,She swished her racket aggressively through the air.,Racket,
2806,The vase roll ed off the edge of the table and smashed.,Roll,
2807,The dog roll ed over onto its back.,Roll,
2808,I roll ed the wheel along the side of the road back to the car.,Roll,
2809,You roll the dice and whoever gets the highest score goes first.,Roll,
2810,An apple roll ed on the slope land.,Roll,
2811,He roll ed the ball back to the goalkeeper.,Roll,
2812,The ship was roll ing violently from side to side.,Roll,
2813,The car roll ed down into  a ditch,Roll,
2814,A coin roll ed under the desk,Roll,
2815,The  ball roll ed across  the lawn,Roll,
2816,The ball roll ed into the stream ,Roll,
2817,The children  roll ed down the streams,Roll,
2818,The  planet roll on their courses,Roll,
2819,Give me that roll  of string  for my kite,Roll,
2820,a roll of film,Roll,
2821,loo roll,Roll,
2822,a roll of Sellotape,Roll,
2823,a roll of wallpaper,Roll,
2824,a roll of clingfilm,Roll,
2825,a roll of carpet,Roll,
2826,a roll of toilet paper,Roll,
2827,A rose is the national emblem of England.,Rose,
2828,All the rose bushes seem to be suffering from the same mysterious malady.,Rose,
2829,This variety of rose is especially hardy and drought resistant.,Rose,
2830,The air was filled with the scent of rose.,Rose,
2831,There were rose growing up against the wall of the cottage.,Rose,
2832,a rose bush,Rose,
2833,She sent him a bunch of red rose.,Rose,
2834,He sent her a dozen of red rose,Rose,
2835,In the rose  day,Rose,
2836,He gave me a bookie of red rose,Rose,
2837,Yellow rose are the sign of  friendship,Rose,
2838,I proposed her  with a rose,Rose,
2839,The balloon rose gently into the air.,Rose,
2840,Figurative Murmurs of disapproval rose from the crowd.,Rose,
2841,She rose from her chair to welcome us.,Rose,
2842,He rose to his feet to deliver his speech.,Rose,
2843,The River Cam rose high.,Rose,
2844,temperature rose suddenly,Rose,
2845,a 5 percent rose in inflation,Rose,
2846,the number of unemployed rose in large scale,Rose,
2847,The value of the dollar rose.,Rose,
2848,The house prices rose meant that those who were selling enjoyed a bonanza.,Rose,
2849,A sewer pipe,Sewer,
2850,A complicated system of sewer runs under the city.,Sewer,
2851,The county is putting in new sewer,Sewer,
2852,The town has no sewer systems,Sewer,
2853,Stuff a rag into  the drain  pipe  to block the sewer smell,Sewer,
2854,I need to go the sewer for fitting my jeans,Sewer,
2855,She asked me to go the sewer shop to see that is it open or not,Sewer,
2856,A sewer of  fine gowns,Sewer,
2857,Please find me a sewer who could customize the same design as I want,Sewer,
2858,Please find me a perfect sewer for my  job,Sewer,
2859,The sun shine directly in my eyes.,Shine,
2860,A ray of sunshine shine through a gap in the clouds.,Shine,
2861,It was foggy and the sun shine feebly through the murk.,Shine,
2862,The morning sunlight shine through the curtains.,Shine,
2863,She shine the torch into the dark room.,Shine,
2864,"The policeman walked along the street, shine a torch into every car.",Shine,
2865,The sun shine brightly,Shine,
2866,The stars  shine,Shine,
2867,He presented a shine example,Shine,
2868,He illustrated with a shine example,Shine,
2869,I have already visited the state,State,
2870,The population of the state is very high,State,
2871,He migrated to next state,State,
2872,This state has high tax ,State,
2873,State your opinion about it,State,
2874,State your name,State,
2875,State your case briefly,State,
2876,State the reason in detail,State,
2877,tear of remorse,Tear,
2878,tear of regret ,Tear,
2879,tear of happiness or joy or laughter,Tear,
2880,Did you notice the tear in his eyes when he talked about Diane?,Tear,
2881,By the end of the movie I had tear in my eyes,Tear,
2882,Tears rolled down his cheeks,Tear,
2883,She was on the verge of tear.,Tear,
2884,The young girl burst into tear.,Tear,
2885,I tear my skirt on the chair as I stood up.,Tear,
2886,I tear pages from the book.,Tear,
2887,She tried to tear a small piece off the edge.,Tear,
2888,The dog claws tear her dress.,Tear,
2889,You need to tear off the top of the packet.,Tear,
2890,They were jailed for running a protection racket,Racket,
2891,They were jailed for running a prostitution racket.,Racket,
2892,Extortion racket.,Racket,
2893,Human trafficking racket busted,Racket,
2894,"The special teams, which caught the gang, stumbled upon evidence suggesting the complicity of a police constable in the racket.",Racket,
2895,Police arrested all man involved in the peddling racket,Racket,
2896,Police encountered one boy involved in drug racket,Racket,
2897,Fraud racket,Racket,
2898,He roll ed a cigarette while he was waiting.,roll,
2899,You should roll your sleeves up if you do not want them to get dirty.,roll,
2900,By roll ing up his sleeping bag he was able to fit it into his rucksack.,roll,
2901,Roll the mixture in your hands and then dip it into the batter.,roll,
2902,She roll ed up the newspaper and used it to swat the fly.,roll,
2903,We will roll  out the red carpet  for the senator,roll,
2904,Roll the dough into small balls,roll,
2905,Roll the pastry  on a floured surface,roll,
